zip,city,state,system_name,pwsid,population,water_source,total_violations,health_violations,unresolved_violations,lead_level_mg_l,copper_level_mg_l,radon_zone,home_safety_score,home_safety_grade,latitude,longitude,contaminant_count,health_contaminant_names,ccr_contaminant_count,ccr_violation_count,enforcement_action_count,enforcement_health_violations,has_active_issues,boil_water_advisories
89135,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1378,-115.3261,1,Contaminant 0700,21,0,10,1,true,0
89136,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1753,-115.1364,1,Contaminant 0700,21,0,10,1,true,0
89137,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89138,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1666,-115.3613,1,Contaminant 0700,21,0,10,1,true,0
89139,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.0129,-115.2118,1,Contaminant 0700,21,0,10,1,true,0
89140,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.086,-115.1471,1,Contaminant 0700,21,0,10,1,true,0
89141,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.0104,-115.2073,1,Contaminant 0700,21,0,10,1,true,0
89142,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,65,C,36.148,-115.0404,1,Contaminant 0700,21,0,10,1,true,0
89143,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.3223,-115.2932,1,Contaminant 0700,21,0,10,1,true,0
89144,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1781,-115.3183,1,Contaminant 0700,21,0,10,1,true,0
89145,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1693,-115.2828,1,Contaminant 0700,21,0,10,1,true,0
89146,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.1424,-115.2242,1,Contaminant 0700,21,0,10,1,true,0
89147,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.1128,-115.2801,1,Contaminant 0700,21,0,10,1,true,0
89148,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.0588,-115.3104,1,Contaminant 0700,21,0,10,1,true,0
89149,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.2765,-115.2885,1,Contaminant 0700,21,0,10,1,true,0
89150,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89151,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89152,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89153,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89154,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89155,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89156,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.2034,-115.0364,1,Contaminant 0700,21,0,10,1,true,0
89157,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89158,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89159,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89160,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89161,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.0004,-115.3639,1,Contaminant 0700,21,0,10,1,true,0
89162,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.1725,-115.1414,1,Contaminant 0700,21,0,10,1,true,0
89164,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89165,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.3302,-115.3257,1,Contaminant 0700,21,0,10,1,true,0
89166,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.3265,-115.3398,1,Contaminant 0700,21,0,10,1,true,0
89169,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,36.1234,-115.1429,1,Contaminant 0700,21,0,10,1,true,0
89170,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89173,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89177,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89178,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,35.9977,-115.2861,1,Contaminant 0700,21,0,10,1,true,0
89179,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.2542,-115.5269,1,Contaminant 0700,21,0,10,1,true,0
89180,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89183,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,70,B,35.9959,-115.1576,1,Contaminant 0700,21,0,10,1,true,0
89185,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89191,Nellis Afb,NV,NELLIS AIR FORCE BASE,NV0003028,19081,SW,1,1,1,0.00666,1.42,3,89,A,36.2395,-115.0257,1,Haloacetic Acids (HAA5),,,3,1,true,0
89193,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89195,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89199,Las Vegas,NV,LAS VEGAS VALLEY WATER DISTRICT,NV0000090,1539277,SW,22,12,10,0.00208,,3,66,C,36.175,-115.1372,1,Contaminant 0700,21,0,10,1,true,0
89301,Ely,NV,ELY MUNICIPAL WATER DEPARTMENT,NV0000038,5000,GW,6,0,4,0.0016,,1,61,C,39.2474,-114.8886,0,,,,9,0,false,0
89310,Austin,NV,LANDER CO SEWER AND WATER DIST 2  AUSTIN,NV0000006,350,GW,26,2,20,0.001,,1,56,C,39.508,-117.0811,2,"Stage 2 DBP Rule;Contaminant 0700",,,10,2,true,0
89311,Baker,NV,BAKER WATER AND SEWER GID,NV0000863,85,GW,0,0,0,0.001,,1,66,C,38.9559,-114.2438,0,,,,0,0,false,0
89315,Ely,NV,ELY MUNICIPAL WATER DEPARTMENT,NV0000038,5000,GW,6,0,4,0.0016,,1,57,C,39.3326,-114.8245,0,,,,9,0,false,0
89316,Eureka,NV,EUREKA WATER ASSOCIATION,NV0000044,450,GW,8,1,3,0.005,,1,69,C,39.5897,-115.9943,1,Barium,,,10,0,false,0
89319,Ruth,NV,RUTH WATER DISTRICT,NV0000164,470,GW,1,0,1,0.008,,1,54,D,39.2783,-114.9892,0,,,,0,0,false,0
89403,Dayton,NV,DAYTON VALLEY WATER SYSTEM,NV0000032,16000,GW,0,0,0,0.0008,,1,70,B,39.2806,-119.5287,0,,,,0,0,false,0
89405,Empire,NV,EMPIRE MINING COMPANY,NV0000042,350,GW,22,0,1,0.001,,2,71,B,40.6132,-119.3485,0,,,,10,0,false,0
89406,Fallon,NV,FALLON CITY OF,NV0000045,9184,GW,2,0,2,0.002,,2,79,B,39.4703,-118.7861,0,,,,10,7,true,0
89407,Fallon,NV,FALLON CITY OF,NV0000045,9184,GW,2,0,2,0.002,,2,79,B,39.4735,-118.7774,0,,,,10,7,true,0
89408,Fernley,NV,FERNLEY PUBLIC WORKS,NV0000062,23064,GW,2,1,0,0.003,,1,69,C,39.6019,-119.235,1,Stage 2 DBP Rule,,,2,1,false,0
89409,Gabbs,NV,GABBS WATER SYSTEM,NV0000063,411,GW,0,0,0,,,2,72,B,38.8688,-117.9221,0,,,,0,0,false,0
89410,Gardnerville,NV,GARDNERVILLE RANCHOS GID,NV0000066,11300,GW,13,0,5,0.002,,1,51,D,38.8703,-119.6115,0,,,,10,1,false,0
89412,Gerlach,NV,EMPIRE MINING COMPANY,NV0000042,350,GW,24,0,2,0.001,,2,68,C,40.6525,-119.3565,0,,,,10,0,false,0
89413,Glenbrook,NV,GLENBROOK WATER COOPERATIVE INC,NV0000356,1000,SW,2,1,0,0.003,,1,65,C,39.0509,-119.9428,1,Stage 2 DBP Rule,,,6,1,false,0
89414,Golconda,NV,GOLCONDA GID,NV0005029,210,GW,0,0,0,0.0019,,2,83,B,40.9532,-117.4893,0,,,,1,0,false,0
89415,Hawthorne,NV,HAWTHORNE UTILITIES,NV0000073,2876,GW,4,1,2,0.00077,,1,66,C,38.5347,-118.6411,1,Stage 2 DBP Rule,,,10,1,true,0
89418,Imlay,NV,IMLAY WATER SYSTEM,NV0000226,200,GW,0,0,0,0.003,,1,66,C,40.5484,-118.0344,0,,,,0,0,false,0
89419,Lovelock,NV,LOVELOCK MEADOWS WATER DISTRICT,NV0000161,3562,GW,0,0,0,0.001,,1,70,B,40.1819,-118.4689,0,,,,0,0,false,0
89423,Minden,NV,DOUGLAS COUNTY CARSON VALLEY SYSTEM,NV0002216,6488,GW,1,0,0,0.0019,,1,65,C,39.0218,-119.7314,0,,,,4,0,false,0
89425,Orovada,NV,OROVADA WATER DISTRICT,NV0003032,200,GW,0,0,0,0.004,,2,83,B,41.6654,-117.9083,0,,,,0,0,false,0
89429,Silver Springs,NV,SILVER SPRINGS MUTUAL WATER COMPANY,NV0000223,3070,GW,0,0,0,0.008,,1,56,C,39.38,-119.2705,0,,,,0,0,false,0
89431,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,64,C,39.5473,-119.7556,0,,,,10,0,false,0
89432,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,79,B,39.5349,-119.7527,0,,,,10,0,false,0
89433,Sun Valley,NV,SUN VALLEY GID,NV0000211,17000,SW,0,0,0,0.002,,2,83,B,39.5955,-119.7754,0,,,,0,0,false,0
89434,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,74,B,39.5502,-119.7178,0,,,,10,0,false,0
89435,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,79,B,39.5349,-119.7527,0,,,,10,0,false,0
89436,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,79,B,39.6269,-119.7081,0,,,,10,0,false,0
89438,Valmy,NV,VALMY STATION MOBILE HOME PARK,NV0003016,96,GW,3,1,1,0.001,,2,82,B,40.7927,-117.1268,1,Stage 2 DBP Rule,,,4,1,false,0
89439,Verdi,NV,RIO VISTA NV LLC,NV0000191,65,GW,0,0,0,0.0013,,2,83,B,39.5165,-119.9833,0,,,,1,0,false,0
89440,Virginia City,NV,STOREY COUNTY WATER DISTRICT,NV0000240,1420,SW,0,0,0,0.002,,2,83,B,39.2965,-119.6587,0,,,,9,0,false,0
89441,Sparks,NV,CANYON GID,NV0005056,1310,GW,6,0,1,0.002,,2,79,B,39.6582,-119.6954,0,,,,10,0,false,0
89444,Wellington,NV,TOPAZ RANCH ESTATES GID AND WATER CO,NV0000239,1545,GW,5,0,0,0.002,,1,68,C,38.8447,-119.3523,0,,,,9,0,false,0
89445,Winnemucca,NV,WINNEMUCCA CITY OF,NV0000248,8518,GW,19,0,8,0.002,,2,64,C,40.9664,-117.7467,0,,,,10,2,false,0
89446,Winnemucca,NV,WINNEMUCCA CITY OF,NV0000248,8518,GW,19,0,8,0.002,,2,65,C,41.0764,-117.7602,0,,,,10,2,false,0
89447,Yerington,NV,YERINGTON CITY OF,NV0000255,5050,GW,11,1,2,0.0018,,1,69,C,38.9866,-119.1596,1,Combined Radium,,,10,1,false,0
89448,Zephyr Cove,NV,ZEPHYR COVE WATER UTILITY DISTR,NV0000258,1209,SW,13,4,4,0.00036,,1,63,C,39.0204,-119.9114,2,"Combined Radium;Stage 2 DBP Rule",,,10,4,true,0
89449,Stateline,NV,KINGSBURY GID,NV0000004,3839,SW,4,0,2,0.001,,1,65,C,38.9643,-119.9068,0,,,,6,0,false,0
89450,Incline Village,NV,INCLINE VILLAGE GID,NV0000158,9313,SW,16,0,6,0.0014,,2,69,C,39.2564,-119.9464,0,,,,10,0,false,0
89451,Incline Village,NV,INCLINE VILLAGE GID,NV0000158,9313,SW,16,0,6,0.0014,,2,64,C,39.2564,-119.9521,0,,,,10,0,false,0
89452,Incline Village,NV,INCLINE VILLAGE GID,NV0000158,9313,SW,16,0,6,0.0014,,2,66,C,39.2591,-119.9566,0,,,,10,0,false,0
89460,Gardnerville,NV,GARDNERVILLE RANCHOS GID,NV0000066,11300,GW,13,0,5,0.002,,1,46,D,38.9166,-119.7272,0,,,,10,1,false,0
89496,Fallon,NV,FALLON CITY OF,NV0000045,9184,GW,2,0,2,0.002,,2,79,B,39.4735,-118.7774,0,,,,10,7,true,0
89501,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.5268,-119.8113,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89502,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,71,B,39.4972,-119.7764,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89503,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.5354,-119.8374,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89504,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89505,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5224,-119.8353,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89506,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,71,B,39.6412,-119.8735,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89507,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5423,-119.8164,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89508,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.6781,-119.9383,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89509,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.498,-119.8239,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89510,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.7699,-119.6027,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89511,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.4151,-119.7668,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89512,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5483,-119.7957,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89513,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.53,-119.81,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89515,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89519,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.4814,-119.8591,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89520,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89521,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.3809,-119.6859,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89523,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,76,B,39.5249,-119.9031,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89533,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5439,-119.9061,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89555,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5246,-119.8125,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89557,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89570,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89595,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89599,Reno,NV,TRUCKEE MEADOWS WATER AUTHORITY,NV0000190,442000,SW,8,2,0,0.001,,2,81,B,39.5296,-119.8138,1,Consumer Confidence Report Rule,3,0,10,1,false,0
89701,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,57,C,39.1507,-119.7459,0,,0,0,10,3,false,0
89702,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1355,-119.7588,0,,0,0,10,3,false,0
89703,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,62,C,39.1704,-119.7782,0,,0,0,10,3,false,0
89705,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.0554,-119.8059,0,,0,0,10,3,false,0
89706,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,67,C,39.2025,-119.7526,0,,0,0,10,3,false,0
89711,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1678,-119.7764,0,,0,0,10,3,false,0
89712,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1678,-119.7764,0,,0,0,10,3,false,0
89713,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1678,-119.7764,0,,0,0,10,3,false,0
89714,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1678,-119.7764,0,,0,0,10,3,false,0
89721,Carson City,NV,CARSON CITY PUBLIC WORKS,NV0000015,59000,SW,3,0,1,0.0027,,1,63,C,39.1678,-119.7764,0,,0,0,10,3,false,0
89801,Elko,NV,ELKO CITY OF,NV0000272,23000,GW,23,0,8,0.003,,2,64,C,40.9056,-115.5344,0,,,,10,0,false,0
89802,Elko,NV,ELKO CITY OF,NV0000272,23000,GW,23,0,8,0.003,,2,65,C,40.8324,-115.7631,0,,,,10,0,false,0
89803,Elko,NV,ELKO CITY OF,NV0000272,23000,GW,23,0,8,0.003,,2,65,C,40.8324,-115.7631,0,,,,10,0,false,0
89815,Spring Creek,NV,GREAT BASIN WATER CO  SPRING CREEK,NV0000036,9340,GW,1,0,0,0.0011,,2,83,B,40.7519,-115.5956,0,,,,3,0,false,0
89820,Battle Mountain,NV,LANDER CO SEWER AND WATER DIST 1  BM,NV0000008,3635,GW,28,3,20,0.002,,1,61,C,40.622,-116.9554,2,"Stage 2 DBP Rule;Contaminant 0700",,,10,3,true,0
89822,Carlin,NV,CARLIN UTILITIES,NV0000014,2500,GW,0,0,0,0.004,,2,83,B,40.7172,-116.1082,0,,,,0,0,false,0
89824,Elko,NV,ELKO CITY OF,NV0000272,23000,GW,23,0,8,0.003,,2,65,C,41.02,-115.41,0,,,,10,0,false,0
89825,Jackpot,NV,JACKPOT WATER SYSTEM,NV0000088,1240,GW,4,0,1,0.002,,2,80,B,41.8882,-114.7233,0,,,,10,0,false,0
89826,Jarbidge,NV,JARBIDGE WATER SYSTEM,NV0002070,200,SW,2,0,2,0.003,,2,79,B,41.8873,-115.3813,0,,,,0,0,false,0
89828,Lamoille,NV,LAMOILLE WATER USERS ASSOC,NV0000273,200,GW,1,0,0,0.0023,,2,83,B,40.7505,-115.3631,0,,,,3,0,false,0
89830,Montello,NV,MONTELLO WATER SYSTEM,NV0000169,287,GW,2,0,0,0.0012,,2,82,B,41.2613,-114.1942,0,,,,4,0,false,0
89831,Mountain City,NV,MOUNTAIN CITY WATER AND SEWER,NV0000170,30,GW,0,0,0,0.0019,,2,83,B,41.8385,-115.9654,0,,,,4,0,false,0
89835,Wells,NV,WELLS MUNICIPAL WATER DEPARTMENT,NV0000245,1300,GW,1,0,0,0.0036,,2,83,B,41.1116,-114.9645,0,,,,4,0,false,0
89883,West Wendover,NV,WEST WENDOVER WATER SYSTEM,NV0000246,4535,GW,0,0,0,0.001,,2,83,B,40.7391,-114.0733,0,,,,4,0,false,0
90001,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,78,B,33.9731,-118.2479,1,Stage 2 DBP Rule,0,0,1,1,true,0
90002,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,78,B,33.9497,-118.2462,1,Stage 2 DBP Rule,0,0,1,1,true,0
90003,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,79,B,33.9653,-118.2727,1,Stage 2 DBP Rule,0,0,1,1,true,0
90004,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,74,B,34.0762,-118.3029,1,Stage 2 DBP Rule,0,0,1,1,true,0
90005,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,74,B,34.0585,-118.3012,1,Stage 2 DBP Rule,0,0,1,1,true,0
90006,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,79,B,34.0493,-118.2917,1,Stage 2 DBP Rule,0,0,1,1,true,0
90007,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,79,B,34.0294,-118.2871,1,Stage 2 DBP Rule,0,0,1,1,true,0
90008,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,74,B,34.0116,-118.3411,1,Stage 2 DBP Rule,0,0,1,1,true,0
90009,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,78,B,34.0522,-118.2437,1,Stage 2 DBP Rule,0,0,1,1,true,0
90010,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,79,B,34.0606,-118.3027,1,Stage 2 DBP Rule,0,0,1,1,true,0
90011,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,78,B,34.0079,-118.2582,1,Stage 2 DBP Rule,0,0,1,1,true,0
90012,Los Angeles,CA,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA1910067,3875566,SW,2,1,2,0.0039,,2,78,B,34.0614,-118.2385,1,Stage 2 DBP Rule,0,0,1,1,true,0
