zip,ccr_available,ccr_year,ccr_system_name,ccr_pwsid,ccr_contaminant_count,ccr_violations,ccr_source_type,ccr_lead_90th_ppb,ccr_copper_90th_ppb,ccr_top_contaminants
10001,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10002,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10003,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10004,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10005,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10006,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10007,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10008,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10009,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10010,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10011,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10012,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10013,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10014,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10015,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10016,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10017,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10018,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10019,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10020,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10021,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10022,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10023,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10024,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10025,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10026,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10027,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10028,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10029,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10030,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10031,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10032,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10033,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10034,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10035,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10036,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10037,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10038,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10039,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10040,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10041,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10043,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10044,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10045,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10047,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10055,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10060,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10065,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10069,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10075,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10079,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10080,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10081,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10082,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10087,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10090,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10095,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10096,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10098,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10099,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10101,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10102,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10103,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10104,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10105,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10106,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10107,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10108,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10109,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10110,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10111,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10112,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10113,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10114,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10115,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10116,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10117,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10118,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10119,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10120,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10121,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10122,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10123,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10124,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10125,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10126,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10128,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10129,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10130,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10131,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10132,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10133,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10138,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10150,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10151,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10152,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10153,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10154,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10155,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10156,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10157,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10158,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10159,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10160,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10161,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10162,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10163,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10164,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10165,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10166,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10167,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10168,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10169,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10170,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10171,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10172,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10173,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10174,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10175,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10176,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10177,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10178,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10179,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10184,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10185,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10196,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10199,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10200,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10203,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10211,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10212,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10213,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10242,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10249,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10256,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10257,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10258,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10259,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10260,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10261,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10265,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10268,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10269,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10270,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10271,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10272,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10273,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10274,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10275,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10276,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10277,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10278,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10279,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10280,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10281,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10282,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10285,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10286,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10292,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10543,True,2024,WESTCHESTER JOINT WATER WORKS,NY5903435,1,0,Surface Water,4.5,,
10550,True,2024,MOUNT VERNON WATER DEPARTMENT,NY5903441,0,0,Surface Water (Purchased),,,
10551,True,2024,MOUNT VERNON WATER DEPARTMENT,NY5903441,0,0,Surface Water (Purchased),,,
10552,True,2024,MOUNT VERNON WATER DEPARTMENT,NY5903441,0,0,Surface Water (Purchased),,,
10553,True,2024,MOUNT VERNON WATER DEPARTMENT,NY5903441,0,0,Surface Water (Purchased),,,
10557,True,2024,MOUNT VERNON WATER DEPARTMENT,NY5903441,0,0,Surface Water (Purchased),,,
10595,True,2021,NEW YORK CITY SYSTEM,NY7003493,3,1,Surface Water and Ground Water,100,,Lead (100 ppb*)
10601,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10602,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10603,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10605,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10606,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10607,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10610,True,2024,WHITE PLAINS CITY,NY5903464,1,0,Surface Water (Purchased),1.25,,
10701,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10702,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10703,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10704,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10705,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10710,True,2024,City of Yonkers,NY5903465,9,0,Surface Water,7.14,0.233,Trihalomethane (TTHM) (54.3 ppb); Haloacetic Acid HAA5 (44 ppb)
10949,True,2024,KIRYAS JOEL,NY3503627,0,0,Ground Water,,,
10950,True,2024,KIRYAS JOEL,NY3503627,0,0,Ground Water,,,
10994,True,2024,VEOLIA WATER NEW YORK,NY4303673,1,15,Surface Water,3,,
11040,True,2026,WA OF WESTERN NASSAU,NY2902830,0,0,,,,
11041,True,2026,WA OF WESTERN NASSAU,NY2902830,0,0,,,,
11042,True,2026,WA OF WESTERN NASSAU,NY2902830,0,0,,,,
11520,True,2024,FREEPORT (V),NY2902823,1,0,Ground Water,1.3,,
11549,True,2024,LIBERTY UTILITIES NEW YORK - MERRICK,NY2902840,1,0,,,,
11550,True,2024,LIBERTY UTILITIES NEW YORK - MERRICK,NY2902840,1,0,,,,
11551,True,2024,LIBERTY UTILITIES NEW YORK - MERRICK,NY2902840,1,0,,,,
11554,True,2024,TOWN OF HEMPSTEAD WATER DEPARTMENT,NY2900000,0,0,Ground Water,,,
11566,True,2024,LIBERTY UTILITIES NEW YORK - LYNBROOK,NY2902835,1,6,Ground Water,4.2,,
11721,True,2024,SOUTH HUNTINGTON WATER DISTRICT,NY5103263,1,0,Ground Water,1.3,,
11743,True,2024,SOUTH HUNTINGTON WATER DISTRICT,NY5103263,1,0,Ground Water,1.3,,
11771,True,2024,JERICHO WD,NY2902831,1,0,Ground Water,2,,
11773,True,2024,JERICHO WD,NY2902831,1,0,Ground Water,2,,
11788,True,2024,SUFFOLK COUNTY WATER AUTHORITY,NY5110526,2,2,Ground Water,1.27,,Antimony (26620 ppb*)
11791,True,2024,JERICHO WD,NY2902831,1,0,Ground Water,2,,
11801,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
11802,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
11815,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
11819,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
11854,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
11855,True,2024,HICKSVILLE WD,NY2902829,1,0,Ground Water,1,,
12110,True,2024,LATHAM WATER DISTRICT,NY0100198,1,0,Surface Water,2,,
12180,True,2024,TROY CITY PWS,NY4100050,2,3,Surface Water,4.6,,Trihalomethane (TTHM) (81330 ppb*)
12181,True,2024,TROY CITY PWS,NY4100050,2,3,Surface Water,4.6,,Trihalomethane (TTHM) (81330 ppb*)
12182,True,2024,TROY CITY PWS,NY4100050,2,3,Surface Water,4.6,,Trihalomethane (TTHM) (81330 ppb*)
12183,True,2024,TROY CITY PWS,NY4100050,2,3,Surface Water,4.6,,Trihalomethane (TTHM) (81330 ppb*)
12201,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12202,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12203,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12204,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12205,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12206,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12207,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12208,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12209,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12210,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12211,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12212,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12214,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12220,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12222,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12223,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12224,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12225,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12226,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12227,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12228,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12229,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12230,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12231,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12232,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12233,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12234,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12235,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12236,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12237,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12238,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12239,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12240,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12241,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12242,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12243,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12244,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12245,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12246,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12247,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12248,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12249,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12250,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12252,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12255,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12256,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12257,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12260,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12261,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
12288,True,2024,City of Albany,NY0100189,4,0,Surface Water,,,
